Public Food Key,Food Profile ID,Derivation,Name,Description,Scientific Name,Sampling details,Classification ID,"Energy, with dietary fibre (in kJ)","Energy, without dietary fibre (in kJ)",Moisture (water) (in g),Protein (in g),Nitrogen (in g),Total Fat (in g),Ash (in g),Total dietary fibre (in g),Alcohol (in g),Fructose (in g),Glucose (in g),Sucrose (in g),Maltose (in g),Lactose (in g),Galactose (in g),Maltotriose (in g),Total sugars (in g),Added sugars (in g),Free sugars (in g),Starch (in g),Dextrin (in g),Glycerol (in g),Glycogen (in g),Inulin (in g),Mannitol (in g),Maltodextrin (in g),Oligosaccharides (in g),Raffinose (in g),Stachyose (in g),Sorbitol (in g),Resistant starch (in g),"Available carbohydrate, without sugar alcohols (in g)","Available carbohydrate, with sugar alcohols (in g)",Acetic acid (in g),Citric acid (in g),Fumaric acid (in g),Lactic acid (in g),Malic acid (in g),Oxalic acid (in g),Propionic acid (in g),Quinic acid (in g),Succinic acid (in g),Tartaric acid (in g),Aluminium (Al) (in ug),Antimony (Sb) (in ug),Arsenic (As) (in ug),Cadmium (Cd) (in ug),Calcium (Ca) (in mg),Chromium (Cr) (in ug),Chloride (Cl) (in mg),Cobalt (Co) (in ug),Copper (Cu) (in mg),Fluoride (F) (in ug),Iodine (I) (in ug),Iron (Fe) (in mg),Lead (Pb) (in ug),Magnesium (Mg) (in mg),Manganese (Mn) (in mg),Mercury (Hg) (in ug),Molybdenum (Mo) (in ug),Nickel (Ni) (in ug),Phosphorus (P) (in mg),Potassium (K) (in mg),Selenium (Se) (in ug),Sodium (Na) (in mg),Sulphur (S) (in mg),Tin (Sn) (in ug),Zinc (Zn) (in mg),Retinol (preformed vitamin A) (in ug),Alpha-carotene (in ug),Beta-carotene (in ug),Cryptoxanthin (in ug),Beta-carotene equivalents (provitamin A) (in ug),Vitamin A retinol equivalents (in ug),Lutein (in ug),Lycopene (in ug),Xanthophyl (in ug),Thiamin (B1) (in mg),Riboflavin (B2) (in mg),Niacin (B3) (in mg),Niacin derived from tryptophan (in mg),Niacin derived equivalents (in mg),Pantothenic acid (B5) (in mg),Pyridoxine (B6) (in mg),Biotin (B7) (in ug),Cobalamin (B12) (in ug),"Folate, natural (in ug)",Folic acid (in ug),Total folates (in ug),Dietary folate equivalents (in ug),Vitamin C (in mg),Cholecalciferol (D3) (in ug),Ergocalciferol (D2) (in ug),25-hydroxy cholecalciferol (25-OH D3 (in ug),25-hydroxy ergocalciferol (25-OH D2) (in ug),Vitamin D3 equivalents (in ug),Alpha tocopherol (in mg),Alpha tocotrienol (in mg),Beta tocopherol (in mg),Beta tocotrienol (in mg),Delta tocopherol (in mg),Delta tocotrienol (in mg),Gamma tocopherol (in mg),Gamma tocotrienol (in mg),Vitamin E (in mg),C4 (in %),C4 (in g),C6 (in %),C6 (in g),C8 (in %),C8 (in g),C10 (in %),C10 (in g),C11 (in %),C11 (in g),C12 (in %),C12 (in g),C13 (in %),C13 (in g),C14 (in %),C14 (in g),C15 (in %),C15 (in g),C16 (in %),C16 (in g),C17 (in %),C17 (in g),C18 (in %),C18 (in g),C19 (in %),C19 (in g),C20 (in %),C20 (in g),C21 (in %),C21 (in g),C22 (in %),C22 (in g),C23 (in %),C23 (in g),C24 (in %),C24 (in g),Total saturated fatty acids (in %),Total saturated fatty acids (in g),C12:1 (in %),C12:1 (in g),C14:1 (in %),C14:1 (in g),C15:1 (in %),C15:1 (in g),C16:1 (in %),C16:1 (in g),C17:1 (in %),C17:1 (in g),C18:1 (in %),C18:1 (in g),C20:1 (in %),C20:1 (in g),C22:1 (in %),C22:1 (in g),C24:1 (in %),C24:1 (in g),Total monounsaturated fatty acids (in %),Total monounsaturated fatty acids (in g),C16:2w4 (in %),C16:2w4 (in mg),C16:3 (in %),C16:3 (in g),C18:2w6 (in %),C18:2w6 (in g),C18:3w3 (in %),C18:3w3 (in g),C18:3w4 (in %),C18:3w4 (in g),C18:3w6 (in %),C18:3w6 (in mg),C18:4w1 (in %),C18:4w1 (in g),C18:4w3 (in %),C18:4w3 (in mg),C20:2w6 (in %),C20:2w6 (in mg),C20:3w3 (in %),C20:3w3 (in mg),C20:3w6 (in %),C20:3w6 (in mg),C20:4w3 (in %),C20:4w3 (in mg),C20:4w6 (in %),C20:4w6 (in mg),C20:5w3 (in %),C20:5w3 (in mg),C22:2w6 (in %),C22:2w6 (in mg),C22:4w6 (in %),C22:4w6 (in mg),C22:5w3 (in %),C22:5w3 (in mg),C22:5w6 (in %),C22:5w6 (in g),C22:6w3 (in %),C22:6w3 (in mg),Other polyunsaturated fatty acids (in %),Other polyunsaturated fatty acids (in g),Total polyunsaturated fatty acids (in %),Total polyunsaturated fatty acids (in g),Total long chain omega 3 fatty acids (in %),Total long chain omega 3 fatty acids (in mg),Total undifferentiated fatty acids (in %),Total undifferentiated fatty acids (in mg),Total trans fatty acids (in %),Total trans fatty acids (in mg),Caffeine (in mg),Cholesterol (in mg),Tryptophan (in mg/g N),Tryptophan (in mg),Alanine (in mg/g N),Alanine (in mg),Arginine (in mg/g N),Arginine (in mg),Aspartic acid (in mg/g N),Aspartic acid (in mg),Cystine plus cysteine (in mg/g N),Cystine plus cysteine (in mg),Glutamic acid (in mg/g N),Glutamic acid (in mg),Glycine (in mg/g N),Glycine (in mg),Histidine (in mg/g N),Histidine (in mg),Isoleucine (in mg/g N),Isoleucine (in mg),Leucine (in mg/g N),Leucine (in mg),Lysine (in mg/g N),Lysine (in mg),Methionine (in mg/g N),Methionine (in mg),Phenylalanine (in mg/g N),Phenylalanine (in mg),Proline (in mg/g N),Proline (in mg),Serine (in mg/g N),Serine (in mg),Threonine (in mg/g N),Threonine (in mg),Tyrosine (in mg/g N),Tyrosine (in mg),Valine (in mg/g N),Valine (in mg),Product ID,Category ID,Health Star Rating
F009372,8007,Recipe,"Veal, cutlet, with bone, semi-trimmed, raw",Raw veal from the midsection of the carcase. Lean muscle meat with some inseparable internal fat. Majority of internal and external separable fat removed.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,512,512,73.5,24.3,3.89,2.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.052000000000000005,,0.3,0.7,,22,0.0,,,,233,320,0.0,44,,,3.49,2,,0,,0,2,,,,0.057999999999999996,0.20600000000000002,15.26,3.3489999999999998,18.6,1.47,0.78,,1.7,0,0,0,0,1,0.3,0,0.7,0,3.64,0.5,,0.0,,0.0,,0.0,,0.54,,,,,,,,,,,,,,,,0.13,,0.03,,0.58,,0.03,,0.39,,,,,,,,0.0,,,,,,1.17,,,,0.02,,,,0.06,,,,0.8,,,,,,,,0.92,,,,,,0.08,,0.03,,,,5.95,,,,,,5.01,,,,9.9,,,,48.86,,28.18,,,,2.7,,33.04,,,,6.65,,,,0.24,,67.869,,35.0,,180.22,0,37,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009371,8008,Recipe,"Veal, cutlet, with bone, semi-trimmed, grilled, no added fat",Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with some inseparable internal fat. All possible internal and external separable fat removed after cooking.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,625,625,66.5,27.6,4.41,4.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.048,,0.3,1.08,,19,0.0,,,,202,290,13.0,45,,,3.54,2,,9,,9,4,,,,0.09300000000000001,0.193,8.57,3.791,12.36,0.68,0.94,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.69,0.4,,,,,,,,0.36,,,,,,,,,,,,,,,,0.26,,0.04,,1.13,,0.05,,0.53,,,,,,,,0.0,,,,,,2.01,,,,0.05,,,,0.14,,,,1.16,,,,,,,,1.4,,,,,,0.12,,0.04,,,,14.01,,,,,,6.84,,,,13.36,,,,62.96,,29.72,,,,4.96,,47.68,,,,8.14,,,,0.34,,85.546,,49.0,,215.29,0,41,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F009374,8009,Recipe,"Veal, cutlet, with bone, untrimmed, raw",Raw veal from the midsection of the carcase. Lean muscle meat with internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,523,523,73.2,24.2,3.88,3.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.051,,0.3,0.7,,22,0.0,,,,231,318,0.0,44,,,3.47,2,,1,,1,2,,,,0.057999999999999996,0.207,15.12,3.3320000000000003,18.46,1.46,0.77,,1.7,0,0,0,0,1,0.3,0,0.7,0,3.61,0.5,,0.0,,0.0,,0.0,,0.54,,,,,,,,,,,,,,,,0.15,,0.03,,0.66,,0.04,,0.44,,,,,,,,0.0,,,,,,1.32,,,,0.02,,,,0.07,,,,0.9,,,,,,,,1.03,,,,,,0.08,,0.03,,,,6.71,,,,,,4.95,,,,9.78,,,,48.26,,27.83,,,,2.67,,33.19,,,,6.57,,,,0.25,,67.595,,37.0,,209.84,0,37,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009373,8010,Recipe,"Veal, cutlet, with bone, untrimmed, grilled, no added fat",Cooked veal from the midsection of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,632,632,66.4,27.5,4.4,4.4,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.048,,0.3,1.08,,19,0.0,,,,201,289,12.9,45,,,3.53,2,,9,,9,4,,,,0.092,0.192,8.53,3.791,12.32,0.68,0.94,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.69,0.4,,,,,,,,0.36,,,,,,,,,,,,,,,,0.27,,0.05,,1.19,,0.06,,0.56,,,,,,,,0.0,,,,,,2.12,,,,0.05,,,,0.15,,,,1.22,,,,,,,,1.47,,,,,,0.12,,0.04,,,,14.63,,,,,,6.78,,,,13.26,,,,62.48,,29.49,,,,4.93,,48.13,,,,8.08,,,,0.34,,85.70700000000001,,51.0,,231.99,0,41,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F009379,8011,Analysed,"Veal, diced, lean, raw","Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.",,"The majority of nutrient data were derived from a composite of 10 samples of diced veal purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Vitamin C was derived from a composite sample of lean blade steak purchased in Adelaide in 1988. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero.",18104,448,448,75.5,23.1,3.7,1.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.073,,0.3,0.88,,22,0.0,,,,220,330,0.0,46,,,3.6,0,,0,,0,0,,,,0.06,0.2,16.0,3.1790000000000003,19.18,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0.0,,0.0,,0.0,,0.5,,,,,,,,,,,,,,,3.4,0.05,2.1,0.03,20.2,0.28,0.9,0.01,11.6,0.16,,,,,,,0.1,0.0,,,,,38.23,0.52,,,0.8,0.01,,,3.0,0.04,,,34.3,0.47,,,,,,,39.93,0.55,,,,,6.6,0.09,1.4,0.02,,,0.3,3.59,,,,,0.4,5.4,,,1.0,13.44,,,4.0,55.18,1.6,22.51,,,0.3,4.37,2.3,31.48,,,0.5,6.39,,,18.35,0.25,4.394,60.373000000000005,1.83,25.0,3.5,47.57,0,55,51.0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F009380,8012,Analysed,"Veal, diced, lean, stir-fried, no added fat","Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.",,"The majority of nutrient data were derived from a composite of 10 samples of diced veal purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",18104,653,653,63.9,31.9,5.1,3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.15,,0.3,2.0,,34,0.0,,,,360,490,15.0,85,,,7.0,0,,9,,9,2,,,,0.1,0.2,9.0,4.386,13.39,0.66,1.0,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.3,,,,,,,,,,,,,,,4.2,0.12,0.8,0.02,21.2,0.58,1.0,0.03,13.9,0.38,,,,,,,0.1,0.0,,,,,41.21,1.13,,,0.7,0.02,,,2.6,0.07,,,30.0,0.82,,,,,,,35.37,0.97,,,,,6.9,0.19,1.4,0.04,,,0.3,8.99,,,,,0.4,10.03,,,1.0,27.32,,,3.9,107.47,1.5,41.38,,,0.4,12.15,2.4,65.62,,,0.6,16.27,,,18.83,0.52,4.486000000000001,123.275,2.17,60.0,4.6,126.9,0,110,51.0,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009381,8013,Recipe,"Veal, diced, untrimmed, raw","Raw veal, purchased diced and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,466,466,75.1,23.0,3.68,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.07200000000000001,,0.3,0.88,,22,0.0,,,,218,327,0.0,46,,,3.56,1,,0,,0,1,,,,0.059000000000000004,0.20199999999999999,15.76,3.1620000000000004,18.93,1.49,0.79,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.75,0.5,,0.0,,0.0,,0.0,,0.51,,,,,,,,,,,,,,,,0.08,,0.04,,0.39,,0.02,,0.25,,,,,,,,0.0,,,,,,0.77,,,,0.02,,,,0.05,,,,0.63,,,,,,,,0.73,,,,,,0.09,,0.02,,,,4.78,,,,,,5.3,,,,13.19,,,,54.17,,22.09,,,,4.29,,31.73,,,,6.27,,,,0.26,,60.098,,29.0,,94.47,0,55,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0
F009382,8014,Recipe,"Veal, diced, untrimmed, stir-fried, no added fat","Cooked veal, purchased diced and likely to be from various regions of the carcase. Fried for 2-5 minutes with no added fat. Lean muscle meat with internal and external fat attached.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,679,679,63.4,31.6,5.05,3.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.146,,0.3,1.97,,33,0.0,,,,353,481,14.6,84,,,6.85,1,,9,,9,2,,,,0.09699999999999999,0.19699999999999998,8.83,4.352,13.18,0.67,0.98,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.32,,,,,,,,,,,,,,,,0.18,,0.03,,0.82,,0.04,,0.5,,,,,,,,0.0,,,,,,1.58,,,,0.03,,,,0.1,,,,1.07,,,,,,,,1.25,,,,,,0.2,,0.04,,,,11.43,,,,,,9.75,,,,26.55,,,,104.48,,40.23,,,,11.81,,66.77,,,,15.81,,,,0.53,,122.819,,65.0,,191.14,0,108,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009433,8015,Analysed,"Veal, steak, boneless, leg, lean, raw","Raw veal from the hind portion of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.",,"The majority of nutrient data were derived from a composite of 10 samples of veal leg steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin C was imputed from beef blade steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero.",18104,470,470,75.8,24.4,3.9,1.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.086,,0.3,1.4,,31,0.0,,,,300,366,0.0,56,,,4.7,0,,0,,0,0,,,,0.06,0.2,16.0,3.366,19.36,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0.0,,0.0,,0.0,,0.5,,,,,,,,,,,,,,,2.2,0.03,0.4,0.01,17.9,0.25,0.7,0.01,10.3,0.14,,,,,,,0.1,0.0,,,,,31.78,0.44,,,0.6,0.01,,,2.9,0.04,,,31.4,0.43,,,,,,,37.76,0.52,,,,,8.5,0.12,2.3,0.03,,,0.3,4.36,,,,,0.5,7.08,,,1.3,18.49,,,6.4,88.5,3.4,46.48,,,0.3,4.4,3.7,50.23,,,0.8,10.58,,,27.48,0.38,7.809,107.295,2.84,39.0,3.1,43.14,0,57,51.0,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009432,8016,Analysed,"Veal, steak, boneless, leg, lean, grilled, no added fat","Cooked veal from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.",,"The majority of nutrient data were derived from a composite of 10 samples of veal leg steak purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine is imputed from beef rump steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",18104,655,655,65.0,34.4,5.5,1.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.12,,0.3,1.7,,28,0.0,,,,300,380,18.0,49,,,4.9,0,,9,,9,2,,,,0.1,0.2,9.0,4.743,13.74,0.66,1.0,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.3,,,,,,,,,,,,,,,2.9,0.05,0.5,0.01,17.4,0.3,0.7,0.01,9.1,0.16,,,,,,,0.1,0.0,,,,,30.68,0.53,,,1.1,0.02,,,3.5,0.06,,,37.0,0.64,,,,,,,43.98,0.77,,,,,6.4,0.11,2.0,0.04,,,0.4,6.53,,,,,0.3,5.94,,,1.0,16.9,,,4.0,69.34,2.7,46.85,,,0.3,4.61,2.6,45.6,,,0.7,11.43,,,20.25,0.35,5.968999999999999,103.884,2.34,41.0,4.9,85.44,0,85,51.0,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009435,8017,Recipe,"Veal, steak, boneless, leg, untrimmed, raw",Raw veal from the hind portion of the carcase. Lean muscle meat with internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,482,482,75.5,24.3,3.89,1.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.085,,0.3,1.39,,31,0.0,,,,298,363,0.0,56,,,4.66,0,,0,,0,0,,,,0.06,0.201,15.84,3.3489999999999998,19.19,1.49,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.76,0.5,,0.0,,0.0,,0.0,,0.51,,,,,,,,,,,,,,,,0.05,,0.01,,0.33,,0.02,,0.2,,,,,,,,0.0,,,,,,0.61,,,,0.01,,,,0.05,,,,0.54,,,,,,,,0.64,,,,,,0.12,,0.03,,,,5.18,,,,,,6.99,,,,18.26,,,,87.38,,45.89,,,,4.34,,50.17,,,,10.45,,,,0.38,,106.508,,41.0,,75.75,0,57,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009434,8018,Recipe,"Veal, steak, boneless, leg, untrimmed, grilled, no added fat",Cooked veal from the hind portion of the carcase. Grilled for 6-10 minutes until 'medium' with no added fat. Lean muscle meat with internal and external fat attached.,,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,675,675,64.6,34.1,5.46,2.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,6,,,,0.11699999999999999,,0.3,1.68,,28,0.0,,,,296,375,17.6,49,,,4.83,1,,9,,9,2,,,,0.098,0.198,8.87,4.692,13.56,0.66,0.98,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.32,,,,,,,,,,,,,,,,0.1,,0.02,,0.49,,0.02,,0.26,,,,,,,,0.0,,,,,,0.89,,,,0.03,,,,0.08,,,,0.84,,,,,,,,0.99,,,,,,0.12,,0.04,,,,8.49,,,,,,5.81,,,,16.53,,,,67.83,,45.83,,,,4.51,,46.94,,,,11.18,,,,0.37,,103.95,,45.0,,136.53,0,84,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009438,8019,Analysed,"Veal, stir-fry strips, lean, raw","Raw veal, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat only, with all possible internal and external separable fat removed.",,"The majority of nutrient data were derived from a composite of 10 samples of veal stir-fry strips purchased in Melbourne and Sydney in 2002 (MLA, 2007). Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis in the same program. Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef rump steak. Vitamin C was imputed from beef blade steak. Vitamin D was imputed from beef. Proximates (starch, fibre, individual sugars, alcohol) were imputed zero. Note high sum of proximates - data should be used with caution.",18104,536,536,73.2,27.2,4.35,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,,,0.098,,0.3,1.5,,28,0.0,,,,280,420,0.0,56,,,4.7,0,,0,,0,0,,,,0.06,0.2,16.0,3.74,19.74,1.5,0.8,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.8,0.5,,0.0,,0.0,,0.0,,0.5,,,,,,,,,,,,,,,3.4,0.06,2.1,0.04,20.2,0.37,0.9,0.02,11.6,0.21,,,,,,,0.1,0.0,,,,,38.23,0.7,,,0.8,0.02,,,3.0,0.06,,,34.3,0.63,,,,,,,39.93,0.73,,,,,6.6,0.12,1.4,0.03,,,0.3,4.78,,,,,0.4,7.2,,,1.0,17.92,,,4.0,73.57,1.6,30.01,,,0.3,5.83,2.3,41.97,,,0.5,8.52,,,18.35,0.34,4.394,80.498,1.83,33.0,3.5,63.42,0,55,51.0,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009439,8020,Analysed,"Veal, stir-fry strips, lean, stir-fried, no added fat","Cooked veal, purchased as strips and likely to be from various regions of the carcase. Fried for 3-5 minutes with no added fat. Lean muscle meat only, with all possible internal and external separable fat removed after cooking.",,"Proximates, minerals and fatty acids were from a composite of 10 samples of veal stir-fry strips purchased in Melbourne and Sydney in 2002 (MLA, 2007).Vitamins were derived from a pooled sample of stir-fry, diced, cutlet and leg steak cuts using the samples gathered for proximate analysis (MLA 2007). Tryptophan was derived from mince and rump steak samples purchased in 2006 and 2008. Iodine was imputed from beef. Vitamin D was imputed from beef. Vitamin D was imputed from Beef, all cuts, separable lean, cooked. Proximates (starch, fibre, individual sugars, alcohol) and vitamin C were imputed zero.",18104,614,614,65.0,30.0,4.8,2.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,8,,,,0.14,,0.3,2.1,,37,0.0,,,,370,530,16.0,79,,,5.8,0,,9,,9,2,,,,0.1,0.2,9.0,4.131,13.13,0.66,1.0,,3.0,0,0,0,0,0,0.2,0,0.1,0,0.7,0.3,,0.0,,0.0,,0.0,,0.3,,,,,,,,,,,,,,,4.2,0.11,0.8,0.02,21.2,0.54,1.0,0.03,13.9,0.36,,,,,,,0.1,0.0,,,,,41.21,1.06,,,0.7,0.02,,,2.6,0.07,,,30.0,0.77,,,,,,,35.37,0.91,,,,,6.9,0.18,1.4,0.04,,,0.3,8.39,,,,,0.4,9.36,,,1.0,25.49,,,3.9,100.31,1.5,38.63,,,0.4,11.34,2.4,61.25,,,0.6,15.18,,,18.83,0.48,4.486000000000001,115.057,2.17,56.0,4.6,118.44,0,99,51.0,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
F009440,8021,Recipe,"Veal, stir-fry strips, untrimmed, raw","Raw veal, purchased as strips and likely to be from various regions of the carcase. Lean muscle meat with internal and external fat attached.",,These nutrient data were derived using a recipe approach. For further information refer to individual ingredients.,18104,551,551,72.8,27.1,4.33,2.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,7,,,,0.096,,0.3,1.48,,28,0.0,,,,277,416,0.0,55,,,4.65,1,,0,,0,1,,,,0.059000000000000004,0.20199999999999999,15.78,3.723,19.51,1.49,0.79,,1.6,0,0,0,0,1,0.3,0,0.7,0,3.75,0.5,,0.0,,0.0,,0.0,,0.51,,,,,,,,,,,,,,,,0.09,,0.04,,0.48,,0.02,,0.29,,,,,,,,0.0,,,,,,0.93,,,,0.02,,,,0.06,,,,0.78,,,,,,,,0.9,,,,,,0.12,,0.03,,,,5.88,,,,,,7.08,,,,17.61,,,,72.32,,29.5,,,,5.73,,42.03,,,,8.37,,,,0.34,,79.89699999999999,,37.0,,106.98,0,55,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.5
